,Html Form,Attachments,Flash content,Html iFrame,HTML content,URLs,Dots,External Resources,Javascript,Css,IPs in URLs,@ in URLs,Encoding,Phishy
0,False,0,False,False,False,0,0,0,0,0,False,False,None,True
1,False,0,False,False,False,0,0,0,0,0,False,False,None,True
2,False,0,False,False,False,0,0,0,0,0,False,False,7bit,True
3,False,0,False,False,False,0,0,0,0,0,False,False,None,True
4,False,0,False,False,False,0,0,0,0,0,False,False,None,True
5,False,0,False,False,False,0,0,0,0,0,False,False,None,True
6,False,0,False,False,False,0,0,0,0,0,False,False,None,True
7,False,0,False,False,False,0,0,0,0,0,False,False,None,True
8,False,0,False,False,False,0,0,0,0,0,False,False,None,True
9,False,0,False,False,False,0,0,0,0,0,False,False,None,True
10,False,0,False,False,False,0,0,0,0,0,False,False,None,True
11,False,0,False,False,False,0,0,0,0,0,False,False,None,True
12,False,0,False,False,False,0,0,0,0,0,False,False,None,True
13,False,0,False,False,False,0,0,0,0,0,False,False,None,True
14,False,0,False,False,False,0,0,0,0,0,False,False,None,True
15,False,0,False,False,False,0,0,0,0,0,False,False,None,True
16,False,0,False,False,False,0,0,0,0,0,False,False,None,True
17,False,0,False,False,False,0,0,0,0,0,False,False,None,True
18,False,0,False,False,True,0,0,0,0,0,False,False,None,True
19,False,0,False,False,False,0,0,0,0,0,False,False,None,True
20,False,0,False,False,False,0,0,0,0,0,False,False,None,True
21,False,0,False,False,False,0,0,0,0,0,False,False,None,True
22,False,0,False,False,False,0,0,0,0,0,False,False,None,True
23,False,0,False,False,False,0,0,0,0,0,False,False,None,True
24,False,0,False,False,False,0,0,0,0,0,False,False,None,True
25,False,0,False,False,False,0,0,0,0,0,False,False,None,True
26,False,0,False,False,False,0,0,0,0,0,False,False,None,True
27,False,0,False,False,False,0,0,0,0,0,False,False,None,True
28,False,0,False,False,False,0,0,0,0,0,False,False,None,True
29,False,0,False,False,False,0,0,0,0,0,False,False,None,True
30,False,0,False,False,False,0,0,0,0,0,False,False,None,True
31,False,0,False,False,False,0,0,0,0,0,False,False,None,True
32,False,0,False,False,False,0,0,0,0,0,False,False,None,True
33,False,0,False,False,False,0,0,0,0,0,False,False,None,True
34,False,0,False,False,False,0,0,0,0,0,False,False,None,True
35,False,0,False,False,False,0,0,0,0,0,False,False,None,True
36,False,0,False,False,False,0,0,0,0,0,False,False,None,True
37,False,0,False,False,False,0,0,0,0,0,False,False,None,True
38,False,0,False,False,False,0,0,0,0,0,False,False,None,True
39,False,0,False,False,False,0,0,0,0,0,False,False,None,True
40,False,0,False,False,False,0,0,0,0,0,False,False,None,True
41,False,0,False,False,False,0,0,0,0,0,False,False,None,True
42,False,0,False,False,False,0,0,0,0,0,False,False,None,True
43,False,0,False,False,False,0,0,0,0,0,False,False,None,True
44,False,0,False,False,False,0,0,0,0,0,False,False,None,True
45,False,0,False,False,False,0,0,0,0,0,False,False,None,True
46,False,0,False,False,True,0,0,0,0,0,False,False,quoted-printable,True
47,False,0,False,False,False,0,0,0,0,0,False,False,None,True
48,False,0,False,False,False,0,0,0,0,0,False,False,None,True
49,False,0,False,False,False,0,0,0,0,0,False,False,None,True
50,False,0,False,False,False,0,0,0,0,0,False,False,None,True
51,False,0,False,False,False,0,0,0,0,0,False,False,None,True
52,False,0,False,False,False,0,0,0,0,0,False,False,None,True
53,False,0,False,False,False,0,0,0,0,0,False,False,None,True
54,False,0,False,False,False,0,0,0,0,0,False,False,None,True
55,False,0,False,False,False,0,0,0,0,0,False,False,None,True
56,False,0,False,False,False,0,0,0,0,0,False,False,None,True
57,False,0,False,False,False,0,0,0,0,0,False,False,None,True
58,False,0,False,False,False,0,0,0,0,0,False,False,None,True
59,False,0,False,False,False,0,0,0,0,0,False,False,None,True
60,False,0,False,False,False,0,0,0,0,0,False,False,None,True
61,False,0,False,False,False,0,0,0,0,0,False,False,None,True
62,False,0,False,False,False,0,0,0,0,0,False,False,None,True
63,False,0,False,False,False,0,0,0,0,0,False,False,None,True
64,False,0,False,False,False,0,0,0,0,0,False,False,None,True
65,False,0,False,False,False,0,0,0,0,0,False,False,None,True
66,False,0,False,False,False,0,0,0,0,0,False,False,None,True
67,False,0,False,False,False,0,0,0,0,0,False,False,None,True
68,False,0,False,False,False,0,0,0,0,0,False,False,None,True
69,False,0,False,False,True,0,0,0,0,1,False,False,quoted-printable,True
70,False,0,False,False,False,0,0,0,0,0,False,False,None,True
71,False,0,False,False,False,0,0,0,0,0,False,False,None,True
72,False,0,False,False,False,0,0,0,0,0,False,False,None,True
73,False,0,False,False,False,0,0,0,0,0,False,False,None,True
74,False,0,False,False,False,0,0,0,0,0,False,False,None,True
75,False,0,False,False,False,0,0,0,0,0,False,False,None,True
76,False,0,False,False,False,0,0,0,0,0,False,False,None,True
77,False,0,False,False,False,0,0,0,0,0,False,False,None,True
78,False,0,False,False,False,0,0,0,0,0,False,False,None,True
79,False,0,False,False,False,0,0,0,0,0,False,False,None,True
80,False,0,False,False,False,0,0,0,0,0,False,False,quoted-printable,True
81,False,0,False,False,False,0,0,0,0,0,False,False,None,True
82,False,0,False,False,False,0,0,0,0,0,False,False,None,True
83,False,0,False,False,False,0,0,0,0,0,False,False,None,True
84,False,0,False,False,False,0,0,0,0,0,False,False,None,True
85,False,0,False,False,False,0,0,0,0,0,False,False,None,True
86,False,0,False,False,False,0,0,0,0,0,False,False,None,True
87,False,0,False,False,False,0,0,0,0,0,False,False,None,True
88,False,0,False,False,False,0,0,0,0,0,False,False,None,True
89,False,0,False,False,False,0,0,0,0,0,False,False,None,True
90,False,0,False,False,False,0,0,0,0,0,False,False,None,True
91,False,0,False,False,False,0,0,0,0,0,False,False,None,True
92,False,0,False,False,False,0,0,0,0,0,False,False,None,True
93,False,0,False,False,False,0,0,0,0,0,False,False,None,True
94,False,0,False,False,False,0,0,0,0,0,False,False,None,True
95,False,0,False,False,False,0,0,0,0,0,False,False,None,True
96,False,0,False,False,False,0,0,0,0,0,False,False,None,True
97,False,0,False,False,False,0,0,0,0,0,False,False,None,True
