,Html Form,Attachments,Flash content,Html iFrame,HTML content,URLs,Dots,External Resources,Javascript,Css,IPs in URLs,@ in URLs,Encoding,Phishy
0,False,0,False,False,True,8,4,0,0,0,False,False,quoted-printable,True
1,False,0,False,False,True,4,4,0,0,0,False,False,quoted-printable,True
2,False,0,False,False,True,2,2,0,0,0,False,False,quoted-printable,True
3,True,1,False,False,True,28,4,0,4,7,False,False,quoted-printable,True
4,False,0,False,False,True,4,5,0,0,0,False,False,quoted-printable,True
5,False,0,False,False,True,2,3,0,0,0,False,False,quoted-printable,True
6,False,0,False,False,True,13,4,0,0,0,False,False,quoted-printable,True
7,False,0,False,False,True,13,4,0,0,0,False,False,quoted-printable,True
8,False,0,False,False,True,1,3,0,0,0,False,False,quoted-printable,True
9,False,0,False,False,False,0,0,0,0,0,False,False,7bit,True
10,False,0,False,False,False,0,0,0,0,0,False,False,7bit,True
11,False,0,False,False,True,1,5,0,0,0,False,False,quoted-printable,True
12,False,1,False,False,True,0,0,0,0,0,False,False,quoted-printable,True
13,False,0,False,False,False,0,0,0,0,0,False,False,base64,True
14,False,1,False,False,True,0,0,0,0,0,False,False,quoted-printable,True
15,False,0,False,False,True,1,3,0,0,0,False,False,quoted-printable,True
16,False,0,False,False,True,31,4,0,0,0,False,False,quoted-printable,True
17,False,0,False,False,True,2,4,0,0,0,False,False,quoted-printable,True
18,False,0,False,False,True,1,3,0,0,0,False,False,quoted-printable,True
19,False,0,False,False,True,2,4,0,0,0,False,False,quoted-printable,True
20,False,0,False,False,True,2,3,0,0,0,False,False,quoted-printable,True
21,False,0,False,False,True,4,6,0,0,0,False,False,7bit,True
22,False,0,False,False,True,2,2,0,0,0,False,False,quoted-printable,True
23,False,0,False,False,False,1,2,0,0,0,False,False,quoted-printable,True
24,True,1,False,False,True,6,4,0,14,5,False,False,quoted-printable,True
25,False,0,False,False,True,1,3,0,0,0,False,False,quoted-printable,True
26,False,0,False,False,True,19,4,0,0,0,False,False,quoted-printable,True
27,False,0,False,False,True,13,4,0,0,0,False,False,quoted-printable,True
28,False,0,False,False,True,0,0,0,0,0,False,False,quoted-printable,True
29,False,0,False,False,True,4,3,0,0,0,False,False,quoted-printable,True
30,False,1,False,False,True,0,0,0,0,0,False,False,quoted-printable,True
31,False,1,False,False,True,0,0,0,0,0,False,False,quoted-printable,True
32,True,1,False,False,True,4,4,0,0,0,False,False,quoted-printable,True
33,False,0,False,False,True,2,2,0,0,0,False,False,7bit,True
34,False,0,False,False,True,4,8,0,0,0,False,False,quoted-printable,True
35,True,1,False,False,True,16,5,0,8,5,False,False,quoted-printable,True
36,False,0,False,False,True,1,2,0,0,0,False,False,7bit,True
37,True,1,False,False,True,62,6,0,10,1,False,False,quoted-printable,True
38,False,0,False,False,True,3,0,0,0,0,False,False,quoted-printable,True
39,False,0,False,False,True,1,1,0,0,0,False,False,QUOTED-PRINTABLE,True
40,False,0,False,False,True,2,2,0,0,0,False,False,quoted-printable,True
41,False,0,False,False,True,1,1,0,0,0,False,False,None,True
